Rank,Title,Year of release,Number of Episodes,Rating,Description,Genre,Tags,Actors,,
#136,Queen Seon Duk,2009,62,8.5,"The story of a beautiful queen, who has to give up her love to save the people. A biopic of Queen Seondeok, who was born a princess and later became the ruler of Silla, leaving behind many brilliant achievements.","Historical, Romance, Drama, Political","Power Struggle, Royalty, Smart Female Lead, Female Antagonist, Hwarang, Military, Cross-Dressing, Silla Dynasty, Sword-fight, Strong Female Lead","Lee Yo Won, Go Hyun Jung, Park Ye Jin, Yoo Seung Ho, Kim Nam Gil, Uhm Tae Woong",,
#137,Mad for Each Other,2021,13,8.5,"About two people with their own painful stories who go through a complicated process of hurting and healing while falling in love with each other. No Hwi Oh is a detective in the violent crimes division of the Gangnam Police Station. He thinks that he is doing well until his life suddenly takes a turn and he becomes a ?úcrazy??person who can?ôt hold in his anger about anything. Lee Min Kyung is a woman who is caught up in her own delusions and compulsions. She had lived an ordinary life as a pretty woman with a respectable job until ?úthat incident??that caused everything in her life to break down. As a result, she was unable to trust anyone and is caught in a prison of her own making. Her delusions also have the unfortunate side effect of making everyone else around her angry.","Comedy, Romance, Drama","Trauma, Enemies To Lovers, Anger Management Issues, Healing, Character Development, Unfortunate Male Lead, Dating Violence, Stalking, Cross-Dressing, Dog","Oh Yeon Seo, Jung Woo, Lee Su Hyun, Ahn Woo Yeon, Kim Nam Hee, Baek Ji Won",,
#138,Dali and the Cocky Prince,2021,16,8.5,"As a young boy, Moo Hak grew up in the market as a peddler. Although he is ignorant, he is strong-willed and knows how to make money. He is now the managing director of Dondon F and B, a global restaurant chain that his family started as a small gamjatang diner. However, he isn't dignified and only cares about money. He meets Da Li, the only daughter and child of an upper-class family who runs an art gallery. She has a profound deep knowledge of things. She gets faced with bankruptcy due to her father's sudden death and begins a hard life. Moo Hak and Da Li start a relationship as a creditor and debtor over the art gallery. Will these two polar opposites understand each other and fall in love?","Comedy,  Romance,  Drama ","Smart Female Lead, Rich Female Lead, Art Gallery, Rich Male Lead, Multilingual, Bankruptcy, Art, Eccentric Male Lead, Healthy Mains??Relationship, Male Chases Female First","Park Gyu Young, Kim Min Jae, Kwon Yool, Hwang Hee, Yeonwoo, Park Sang Myun",,
#139,Thirty But Seventeen,2018,32,8.5,"Woo Seo Ri, a violin prodigy at 17 who was about to study in Germany, got into a bus accident and fell into a coma waking up 13 years later. Mentally she is still only 17, while physically she is now 30. Due to a trauma he experienced 13 years before, Gong Woo Jin does not want to have a relationship with others. This series is about a man and a woman whose lives in their own ways essentially stopped when they were 17. Together, they use all their might to try and open the door to the happiness that they once thought had been closed to them.","Music, Mystery, Comedy, Romance","Cohabitation, Healing, First Love, Coma, Tragic Past, Naive Female Lead, Nice Female Lead, Trauma, Eccentric Male Lead, Nice Male Lead","Shin Hye Sun, Yang Se Jong, Ahn Hyo Seop, Ye Ji Won, Wang Ji Won, Yoon Sun Woo",,
#140,When the Camellia Blooms,2019,40,8.5,"Dong Baek is a single mother living in the small town of Ongsan. She runs the bar-restaurant Camellia, while also taking care of her son Pil Gu. The people of Ongsan frequently gossip about Dong Baek. She grew up as an orphan, is a single mother and runs a bar where many of the men in Ongsan frequent. Regardless of what the locals may whisper about Dong Baek, local police officer Hwang Yong Shik is deeply in love with her. Meanwhile, Dong Baek's ex-boyfriend Kang Jong Ryeol suddenly reappears in her life. He is a famous baseball player, that hid their relationship when they dated. While Dong Baek tries to find happiness, something truly sinister lurks in the background. A serial killer roams Ongsan and Dong Baek may be a target.","Thriller,  Comedy,  Romance,  Drama,  Family ","Single Mother, Mystery, Motherhood, Serial Killer, Mother-Son Relationship, Hardworking Female Lead, Dorky Male Lead, Male Chases Female First, Nice Male Lead, Independent Female Lead","Gong Hyo Jin, Kang Ha Neul, Kim Ji Suk, Son Dam Bi, Oh Jung Se, Yeom Hye Ran",,
#141,Be Melodramatic,2019,16,8.5,"Im Jin Joo, Lee Eun Jung, and Hwang Han Joo are best friends who are  30-years-old. Hwang Han Joo is the head of a marketing team for a drama production company. She is a single mother who struggles to balance her work and personal life as she is raising a kid. Im Jin Joo is a drama writer with a lot of emotional ups and downs. Her personality is unique, talking to a luxurious purse at times. Even though she is a drama writer, she tries to write her scripts in a literary style. Lee Eun Jung is a documentary director. She runs her own  production company, although she's the only employee. One of her documentaries  surprisingly becomes popular overnight.","Comedy, Romance, Life, Melodrama","Multiple Mains, Sismance, Strong Female Lead, Multiple Couples, Independent Female Lead, Eccentric Female Lead, Badass Female Lead, Entertainment Industry, Smart Female Lead, Boss-Employee Relationship","Chun Woo Hee, Jeon Yeo Been, Han Ji Eun, Ahn Jae Hong, Gong Myung, Lee Joo Bin",,
#142,Good Partner,2024,16,8.5,"Cha Eun Gyeong is a 17-year veteran star lawyer at Law Firm Daejung. Her specialty is in the field of divorce law. While working on divorce cases, she soon faces a crisis with her own potential divorce. At her law firm, she works alongside rookie lawyer Han Yu Ri. They are entirely different from each other. Yu Ri doesn't tolerate injustice, while Eun Gyeong believes that the law firm's and her client's interests come first, no matter what. Due to their differences in values and experience, they disagree on everything. While working through their differences, they both experience a big change in their lives. They work with lawyers Jung U Jin and lawyer Jeon Eun Ho at Law Firm Daejung.","Comedy, Law, Life, Drama","Workplace Setting, Lawyer Female Lead, Emotionally Strong Female Lead, Co-workers' Relationship, Senior-Junior Relationship, Married Supporting Character, Married Female Lead, Secretary Supporting Character, Team Leader Male Lead, Attorney Female Lead ","Jang Na Ra, Nam Ji Hyun, Kim Joon Han, P.O",,
#143,Itaewon Class,2020,16,8.5,"Park Saeroyi's life has been turned upside down after he gets expelled from school for punching a bully and his father is killed in an accident. Following his father's steps, he opens a pub named ""DanBam"" in Itaewon and, along with his manager and staff, strive towards success and reaching greater heights.","Business, Romance, Life, Drama","Revenge, Time Skip, Smart Female Lead, Female Chases Male First, Badass Female Lead, Strong Female Lead, Boss-Employee Relationship, Tragic Past, Nice Male Lead, Adapted From A Webtoon","Park Seo Joon, Kim Da Mi, Kwon Na Ra, Yoo Jae Myung, Ahn Bo Hyun, Kim Dong Hee",,
#144,Snowdrop,2021,16,8.5,"In 1987, a bloody man jumps into a women?ôs university dormitory in Seoul. Young Ro, a female university student who falls in love with him at first sight on a group blind date, takes care of him despite the strict surveillance and dangerous situation. However, Young Ro is shocked to learn his secret. Despite heartbreakingly watching over his first love Young Ro, Soo Ho has no choice but to move according to the command in order to save his teammates and to go back to his home country where his sibling awaits. Young Ro rejects the will of her father and works hand in hand with Soo Ho to save her beloved man and her friends. What will happen to their fate?","Romance, Drama, Melodrama, Political","1980s, Political Intrigue, Love At First Sight, Dormitory, North And South Korea, Conspiracy, University, Suspense, Student, Impulsive Female Lead","Jung Hae In, Kim Ji Soo, Jang Seung Jo, Yoo In Na, Yoon Se Ah, Kim Hye Yoon",,
#145,Circle,2017,12,8.5,"Taking place in both the present year 2017 and in the year 2037, when people believe that their future depends on humans controlling and regulating their emotions, this drama is a sci-fi mystery. When alien visitors arrive on Earth, humans learn new skills from them and take advantage of them; what ensues is a story of alliance, resistance, and love. Each episode will contain two shorter stories, the first part set in 2017 and called ?úBeta Project,??with the second set in 2037 and called ?úGrand New World.??,Thriller", Mystery," Sci-Fi""","Future, Bromance, Strong Female Lead, Smart Female Lead, Calm Female Lead, Smart Male Lead, Kidnapping, Character Development, Human Experimentation, Hidden Identity","Yeo Jin Goo, Kim Kang Woo, Gong Seung Yeon, Lee Gi Kwang, Ahn Woo Yeon, Seo Hyun Chul",
#146,Because This Is My First Life,2017,16,8.5,A house-poor man and homeless woman become housemates in a drama that examines the institution of marriage and the problems that young people face today.,"Comedy,  Romance,  Life,  Drama ","Contract Relationship, Marriage Of Convenience, Housemates, Eccentric Male Lead, Multiple Couples, Cohabitation, Sismance, Nerdy Male Lead, Writer, Multiple Mains","Jung So Min, Lee Min Ki, Esom, Park Byung Eun, Kim Ga Eun, Kim Min Seok",,
#147,The Princess's Man,2011,24,8.5,"Princess Se Ryung is the headstrong and forward-thinking daughter of  Grand Prince Su Yang, who is determined to be King. She falls in love with the son of his mortal enemy, and their romance gets caught in the crossfire of her father's quest for the throne.","Action, Historical, Romance, Political","Forbidden Love, Strong Male Lead, Power Struggle, Strong Female Lead, Family Pressure, Joseon Dynasty, Revenge, Death, Father-Daughter Relationship, Princess Female Lead","Park Shi Hoo, Moon Chae Won, Kim Yeong Cheol, Song Jong Ho, Hong Soo Hyun, Lee Min Woo",,
#148,Blind,2022,16,8.5,"Ryu Sung Joon, Ryu Sung Hoon and Jo Eun Ki become involved in a serial murder case involving jury members as the victims. These three individuals try to uncover the truth behind the deaths. Ryu Sung Joon works as an enthusiastic detective. He is always determined to catch the bad guys. Due to his determination, his arrest rate is always among the top for detectives. His older brother is Ryu Sung Hoon and he works as a judge. Ryu Sung Hoon is a perfectionist and smart enough to have passed the bar exam with the top score and graduated at the top of his class at the Judicial Research and Training Institute. He is an upright man who does his best to impart a fair judgement. Jo Eun Ki  works as a social worker. She has a warm heart and is full of justice. She always puts people first and tries to be a reliable guardian to children who come from poor backgrounds.","Thriller, Mystery, Drama","Judge Male Lead, Detective Male Lead, Perfectionist Male Lead, Investigation, Suspense, Juror Supporting Character, IT Engineer Supporting Character, Site Manager Supporting Character, Shaman Supporting Character, Production Director (PD) Supporting Character","Ok Taec Yeon, Ha Seok Jin, Jung Eun Ji, Jung In Ki, Jung Eui Wook, Park Ji Bin",,
#149,Two Weeks,2013,16,8.5,"Jang Tae San works at a pawn shop by day and prostitutes himself to older women at night. One day, he's contacted by his ex-girlfriend that he is the father of her daughter with leukemia, and he's the last chance to donate bone marrow and save their daughter's life. That same day, he finds himself framed for murder but manages to escape and runs away. With nobody to trust, Jang Tae San has two weeks to try to prove his innocence and survive until his daughter's surgery. Park Jae Kyung is a prosecutor searching for evidence to take down Moon Il Suk, the man who stabbed her father, and Jo Seo Hee, a beloved senator who is actually working with Moon Il Suk. Together with Detective Im Seung Woo,  she works to uncover the truth behind the murder and its connections to Moon Il Suk and Jo Seo Hee.","Action, Thriller, Mystery, Drama","Child Female Lead, Prosecutor Female Lead, Detective Male Lead, Single Father Male Lead, Leukemia, Wrongfully Accused, Slight Romance, Strong Male Lead, Conspiracy, Father-Daughter Relationship","Lee Joon Gi, Park Ha Sun, Ryu Soo Young, Kim So Yeon, Lee Chae Mi, Jo  Min Ki",,
